type,name,elevation_ft,iso_country,municipality,iata_code,coordinates
medium_airport,Biju Patnaik Airport,138.0,IN,Bhubaneswar,BBI,"85.8178024292, 20.244400024399997"
large_airport,Netaji Subhash Chandra Bose International Airport,16.0,IN,Kolkata,CCU,"88.44670104980469, 22.654699325561523"
small_airport,Cooch Behar Airport,138.0,IN,nan,COH,"89.4672012329, 26.330499649"
medium_airport,Dhanbad Airport,847.0,IN,nan,DBD,"86.42530059814453, 23.833999633789062"
medium_airport,Kazi Nazrul Islam Airport,300.0,IN,Durgapur,RDP,"87.243, 23.6225"
small_airport,Daporijo Airport,750.0,IN,Daporijo,DEP,"94.22280120850002, 27.985500335699996"
medium_airport,Gorakhpur Airport,259.0,IN,Gorakhpur,GOP,"83.4496994019, 26.739700317399997"
medium_airport,Lokpriya Gopinath Bordoloi International Airport,162.0,IN,Guwahati,GAU,"91.58589935302734, 26.10610008239746"
medium_airport,Gaya Airport,380.0,IN,nan,GAY,"84.95120239257812, 24.744300842285156"
medium_airport,Imphal Airport,2540.0,IN,Imphal,IMF,"93.896697998, 24.7600002289"
small_airport,Jeypore Airport,1952.0,IN,Jeypore,PYB,"82.552001953125, 18.8799991607666"
medium_airport,Sonari Airport,475.0,IN,Jamshedpur,IXW,"86.1688, 22.8132"
medium_airport,Jorhat Airport,311.0,IN,Jorhat,JRH,"94.1754989624, 26.7315006256"
small_airport,Kamalpur Airport,131.0,IN,nan,IXQ,"91.81420135498047, 24.13170051574707"
medium_airport,Kailashahar Airport,79.0,IN,nan,IXH,"92.0072021484375, 24.30820083618164"
medium_airport,Silchar Airport,352.0,IN,Silchar,IXS,"92.97869873050001, 24.9129009247"
small_airport,Khowai Airport,95.0,IN,Khowai,IXN,"91.603897, 24.061899"
medium_airport,Lengpui Airport,1398.0,IN,Aizawl,AJL,"92.6196975708, 23.840599060099997"
medium_airport,North Lakhimpur Airport,330.0,IN,Lilabari,IXI,"94.09760284423828, 27.295499801635742"
small_airport,Malda Airport,79.0,IN,Malda,LDA,"88.133003, 25.033001"
medium_airport,Dibrugarh Airport,362.0,IN,Dibrugarh,DIB,"95.0168991089, 27.4839000702"
medium_airport,Dimapur Airport,487.0,IN,Dimapur,DMU,"93.77110290530001, 25.883899688699998"
medium_airport,Muzaffarpur Airport,174.0,IN,nan,MZU,"85.3136978149414, 26.11910057067871"
small_airport,Pasighat Airport,477.0,IN,Pasighat,IXT,"95.33560180664062, 28.066099166870117"
medium_airport,Lok Nayak Jayaprakash Airport,170.0,IN,Patna,PAT,"85.0879974365, 25.591299057"
medium_airport,Birsa Munda Airport,2148.0,IN,Ranchi,IXR,"85.3217010498, 23.314300537100003"
medium_airport,Rourkela Airport,659.0,IN,nan,RRK,"84.814598, 22.256701"
small_airport,Rupsi India Airport,131.0,IN,nan,RUP,"89.91000366210938, 26.139699935913086"
medium_airport,Tezpur Airport,240.0,IN,nan,TEZ,"92.78469848632812, 26.7091007232666"
small_airport,Vishakhapatnam Airport,15.0,IN,Visakhapatnam,VTZ,"83.2245025635, 17.721200943"
medium_airport,Ziro Airport,5403.0,IN,Ziro,ZER,"93.828102, 27.588301"
medium_airport,Barisal Airport,23.0,BD,Barisal,BZL,"90.30120086669922, 22.801000595092773"
medium_airport,Cox's Bazar Airport,12.0,BD,Cox's Bazar,CXB,"91.96389770507812, 21.452199935913086"
small_airport,Comilla Airport,25.0,BD,Comilla,CLA,"91.189697265625, 23.43720054626465"
medium_airport,Shah Amanat International Airport,12.0,BD,Chittagong,CGP,"91.81330108642578, 22.24959945678711"
medium_airport,Ishurdi Airport,45.0,BD,Ishurdi,IRD,"89.04940032958984, 24.15250015258789"
medium_airport,Jessore Airport,20.0,BD,Jashahor,JSR,"89.16079711914062, 23.183799743652344"
small_airport,Lalmonirhat Airport,106.0,BD,Lalmonirhat,LLJ,"89.43309783935547, 25.887500762939453"
medium_airport,Shah Mokhdum Airport,64.0,BD,Rajshahi,RJH,"88.61650085449219, 24.43720054626465"
medium_airport,Saidpur Airport,125.0,BD,Saidpur,SPD,"88.90889739990234, 25.759199142456055"
small_airport,Thakurgaon Airport,176.0,BD,Thakurgaon,TKR,"88.40360260009766, 26.016399383544922"
small_airport,Shamshernagar Airport,56.0,BD,Shamshernagar,ZHM,"91.8830032349, 24.416999816900002"
medium_airport,Osmany International Airport,50.0,BD,Sylhet,ZYL,"91.8667984008789, 24.963199615478516"
large_airport,Hazrat Shahjalal International Airport,30.0,BD,Dhaka,DAC,"90.397783, 23.843347"
large_airport,Hong Kong International Airport,28.0,HK,Hong Kong,HKG,"113.915001, 22.308901"
closed,Hong Kong International Airport Kai Tak,28.0,HK,Hong Kong,HKG,"114.198074341, 22.3203040432"
heliport,Shun Tak Heliport,107.0,HK,Hong Kong,HHP,"114.152153015, 22.2893714905"
seaplane_base,Charlotte Amalie Harbor Seaplane Base,,VI,Charlotte Amalie St Thomas,SPB,"-64.9406967163086, 18.338600158691406"
seaplane_base,Christiansted Harbor Seaplane Base,,VI,Christiansted St Croix,SSB,"-64.70490264892578, 17.74720001220703"
medium_airport,Agra Airport,551.0,IN,nan,AGR,"77.96089935302734, 27.155799865722656"
medium_airport,Allahabad Airport,322.0,IN,Allahabad,IXD,"81.73390197753906, 25.440099716186523"
large_airport,Sri Guru Ram Dass Jee International Airport,756.0,IN,Amritsar,ATQ,"74.7973022461, 31.7096004486"
small_airport,Adampur Airport,775.0,IN,Adampur,AIP,"75.758797, 31.4338"
closed,Villa ConstituciÃ³n Airport,175.0,MX,Ciudad ConstituciÃ³n,VIB,"-111.6874, 25.0552"
medium_airport,Nal Airport,750.0,IN,Bikaner,BKB,"73.20719909667969, 28.070600509643555"
medium_airport,Lal Bahadur Shastri Airport,266.0,IN,Varanasi,VNS,"82.8592987061, 25.4524002075"
medium_airport,Kullu Manali Airport,3573.0,IN,nan,KUU,"77.15440368652344, 31.876699447631836"
medium_airport,Bhatinda Air Force Station,662.0,IN,nan,BUP,"74.75579833984375, 30.270099639892578"
medium_airport,Bareilly Air Force Station,580.0,IN,Bareilly,BEK,"79.45079803470001, 28.4221000671"
medium_airport,Chandigarh Airport,1012.0,IN,Chandigarh,IXC,"76.78849792480469, 30.673500061035156"
medium_airport,Kanpur Airport,410.0,IN,Kanpur,KNU,"80.410103, 26.404301"
medium_airport,Dehradun Airport,1831.0,IN,Dehradun,DED,"78.180298, 30.189699"
large_airport,Indira Gandhi International Airport,777.0,IN,New Delhi,DEL,"77.103104, 28.5665"
medium_airport,Kangra Airport,2525.0,IN,nan,DHM,"76.26339721679688, 32.16510009765625"
medium_airport,Gwalior Airport,617.0,IN,Gwalior,GWL,"78.22779846191406, 26.29330062866211"
medium_airport,Hissar Airport,700.0,IN,nan,HSS,"75.75530242919922, 29.179399490356445"
medium_airport,Jodhpur Airport,717.0,IN,Jodhpur,JDH,"73.04889678955078, 26.251100540161133"
medium_airport,Jaipur International Airport,1263.0,IN,Jaipur,JAI,"75.812202, 26.8242"
medium_airport,Jaisalmer Airport,751.0,IN,nan,JSA,"70.86499786376953, 26.888700485229492"
medium_airport,Jammu Airport,1029.0,IN,Jammu,IXJ,"74.8374023438, 32.6890983582"
medium_airport,Kishangarh Airport,,IN,Ajmer,KQH,"74.814147, 26.601473"
medium_airport,Kota Airport,896.0,IN,Kota,KTU,"75.84559631350001, 25.160200119"
medium_airport,Ludhiana Airport,834.0,IN,nan,LUH,"75.95259857177734, 30.854700088500977"
medium_airport,Leh Kushok Bakula Rimpochee Airport,10682.0,IN,Leh,IXL,"77.5465011597, 34.1358985901"
medium_airport,Chaudhary Charan Singh International Airport,410.0,IN,Lucknow,LKO,"80.8892974854, 26.7605991364"
medium_airport,Pathankot Airport,1017.0,IN,Pathankot,IXP,"75.634444, 32.233611"
medium_airport,Pantnagar Airport,769.0,IN,Pantnagar,PGH,"79.47370147705078, 29.03339958190918"
small_airport,Shimla Airport,5072.0,IN,nan,SLV,"77.068001, 31.0818"
medium_airport,Sheikh ul Alam Airport,5429.0,IN,Srinagar,SXR,"74.77420043945312, 33.987098693847656"
small_airport,Satna Airport,1060.0,IN,nan,TNI,"80.854897, 24.5623"
small_airport,Vivigani Airfield,117.0,PG,Vivigani,VIV,"150.318888889, -9.30333333333"
small_airport,Gurue Airport,2248.0,MZ,Gurue,VJQ,"36.9904, -15.5062"
small_airport,Attopeu Airport,344.0,LA,Attopeu,AOU,"106.821699142, 14.814715357"
small_airport,Ban Huoeisay Airport,1380.0,LA,Huay Xai,HOE,"100.43699646, 20.2572994232"
medium_airport,Luang Phabang International Airport,955.0,LA,Luang Phabang,LPQ,"102.16100311279297, 19.897300720214844"
small_airport,Luang Namtha Airport,1968.0,LA,Luang Namtha,LXG,"101.400002, 20.966999"
small_airport,Oudomsay Airport,1804.0,LA,Oudomsay,ODY,"101.99400329589844, 20.68269920349121"
medium_airport,Pakse International Airport,351.0,LA,Pakse,PKZ,"105.78099822998047, 15.132100105285645"
small_airport,Sayaboury Airport,962.0,LA,Sainyabuli,ZBY,"101.7093, 19.2436"
medium_airport,Savannakhet Airport,509.0,LA,nan,ZVK,"104.76000213623047, 16.55660057067871"
medium_airport,Sam Neua Airport,3281.0,LA,nan,NEU,"104.06700134277344, 20.418399810791016"
small_airport,Saravane Airport,574.0,LA,Saravane,VNA,"106.410698891, 15.709439207700001"
small_airport,Thakhek Airport,449.0,LA,Thakhek,THK,"104.80000305175781, 17.399999618530273"
medium_airport,Wattay International Airport,564.0,LA,Vientiane,VTE,"102.56300354, 17.988300323500003"
small_airport,Xieng Khouang Airport,3445.0,LA,Xieng Khouang,XKH,"103.157997, 19.450001"
small_airport,Xienglom Airport,1830.0,LA,Xienglom,XIE,"100.815332, 19.6203"
small_airport,Dr Juan Plate Airport,280.0,PY,Puerto Vallemi,VMI,"-57.942581, -22.159109"
large_airport,Macau International Airport,20.0,MO,Macau,MFM,"113.592003, 22.149599"
medium_airport,Dong Hoi Airport,59.0,VN,Dong Hoi,VDH,"106.590556, 17.515"
medium_airport,Kontum Airport,1804.0,VN,Kontum,KON,"108.01699829101562, 14.350000381469727"
small_airport,Bajhang Airport,4100.0,NP,Bajhang,BJH,"81.1854019165039, 29.538999557495117"
small_airport,Bhojpur Airport,4000.0,NP,Bhojpur,BHP,"87.05079650878906, 27.14739990234375"
small_airport,Baglung Airport,3320.0,NP,Baglung,BGL,"83.66629791259766, 28.212799072265625"
small_airport,Bharatpur Airport,600.0,NP,Bharatpur,BHR,"84.429398, 27.678101"
small_airport,Bajura Airport,4300.0,NP,Bajura,BJU,"81.66899871826172, 29.50200080871582"
small_airport,Baitadi Airport,4200.0,NP,Baitadi,BIT,"80.54920196533203, 29.465299606323242"
medium_airport,Gautam Buddha Airport,358.0,NP,Bhairawa,BWA,"83.416293, 27.505685"
small_airport,Bhadrapur Airport,300.0,NP,Bhadrapur,BDP,"88.07959747310001, 26.5708007812"
small_airport,Tulsipur Airport,2100.0,NP,Dang,DNP,"82.29419708251953, 28.111099243164062"
small_airport,Dhangarhi Airport,690.0,NP,Dhangarhi,DHI,"80.58190155029297, 28.753299713134766"
small_airport,Darchula Airport,2132.0,NP,Darchula,DAP,"80.54840087890625, 29.669200897216797"
small_airport,Dolpa Airport,8200.0,NP,Dolpa,DOP,"82.81909942626953, 28.985700607299805"
small_airport,Silgadi Doti Airport,2100.0,NP,Silgadi Doti,SIH,"80.93599700927734, 29.263099670410156"
small_airport,Palungtar Airport,1500.0,NP,Gorkha,GKH,"84.4664, 28.0385"
small_airport,Jiri Airport,6000.0,NP,Jiri,JIR,"86.230581, 27.626313"
small_airport,Jumla Airport,7700.0,NP,Jumla,JUM,"82.193298, 29.2742"
medium_airport,Janakpur Airport,256.0,NP,Janakpur,JKR,"85.9224014282, 26.708799362199997"
small_airport,Jomsom Airport,8976.0,NP,Jomsom,JMO,"83.723, 28.780426"
large_airport,Tribhuvan International Airport,4390.0,NP,Kathmandu,KTM,"85.3591, 27.6966"
small_airport,Lamidanda Airport,4100.0,NP,Lamidanda,LDN,"86.66999816894531, 27.25309944152832"
small_airport,Lukla Airport,9380.0,NP,Lukla,LUA,"86.72969818115234, 27.686899185180664"
small_airport,Langtang Airport,12000.0,NP,Langtang,LTG,"85.58300018310547, 28.200000762939453"
small_airport,Manang Airport,11001.0,NP,Ngawal,NGX,"84.089203, 28.641399"
small_airport,Meghauli Airport,600.0,NP,Meghauli,MEY,"84.22875, 27.5774"
small_airport,Mahendranagar Airport,650.0,NP,Mahendranagar,XMG,"80.14790344238281, 28.963199615478516"
medium_airport,Nepalgunj Airport,540.0,NP,Nepalgunj,KEP,"81.66699981689453, 28.103599548339844"
medium_airport,Pokhara Airport,2712.0,NP,Pokhara,PKR,"83.98210144042969, 28.200899124145508"
small_airport,Phaplu Airport,7918.0,NP,Phaplu,PPL,"86.584454, 27.517787"
small_airport,Rajbiraj Airport,250.0,NP,Rajbiraj,RJB,"86.733902, 26.510066"
small_airport,Ramechhap Airport,1555.0,NP,Ramechhap,RHP,"86.0614013671875, 27.393999099731445"
small_airport,Rukum Chaurjahari Airport,2500.0,NP,Rukumkot,RUK,"82.195, 28.627001"
small_airport,Rolpa Airport,4100.0,NP,Rolpa,RPA,"82.756496, 28.267292"
small_airport,Rumjatar Airport,4500.0,NP,Rumjatar,RUM,"86.55039978027344, 27.303499221801758"
small_airport,Syangboche Airport,12400.0,NP,Namche Bazaar,SYH,"86.7124, 27.8112"
small_airport,Simara Airport,450.0,NP,Simara,SIF,"84.9801025390625, 27.159500122070312"
small_airport,Surkhet Airport,2400.0,NP,Surkhet,SKH,"81.636002, 28.586"
small_airport,Sanfebagar Airport,2280.0,NP,Sanfebagar,FEB,"81.215317, 29.236629"
small_airport,Simikot Airport,9246.0,NP,Simikot,IMK,"81.81890106201172, 29.971099853515625"
medium_airport,Taplejung Airport,7990.0,NP,Taplejung,TPJ,"87.69525, 27.3509"
small_airport,Tikapur Airport,522.0,NP,Tikapur,TPU,"81.123, 28.5219"
small_airport,Tumling Tar Airport,1700.0,NP,Tumling Tar,TMI,"87.193298, 27.315001"
medium_airport,Biratnagar Airport,236.0,NP,Biratnagar,BIR,"87.26399993896484, 26.48150062561035"
medium_airport,Murod Kond Airport,2136.0,IN,Latur,LTU,"76.464699, 18.411501"
small_airport,Tuticorin Airport,129.0,IN,Thoothukudi,TCR,"78.025803, 8.724241"
medium_airport,Agatti Airport,14.0,IN,nan,AGX,"72.1760025024414, 10.823699951171875"
medium_airport,Bellary Airport,30.0,IN,Bellary,BEP,"76.88279724121094, 15.162799835205078"
large_airport,Kempegowda International Airport,3000.0,IN,Bangalore,BLR,"77.706299, 13.1979"
medium_airport,Vijayawada Airport,82.0,IN,nan,VGA,"80.79679870605469, 16.530399322509766"
medium_airport,Coimbatore International Airport,1324.0,IN,Coimbatore,CJB,"77.0434036255, 11.029999733"
large_airport,Cochin International Airport,30.0,IN,Kochi,COK,"76.401901, 10.152"
large_airport,Calicut International Airport,342.0,IN,Calicut,CCJ,"75.95529937740001, 11.1367998123"
medium_airport,Kadapa Airport,430.0,IN,Kadapa,CDP,"78.772778, 14.51"
medium_airport,Car Nicobar Air Force Station,5.0,IN,nan,CBD,"92.8196029663086, 9.152509689331055"
large_airport,Rajiv Gandhi International Airport,2024.0,IN,Hyderabad,HYD,"78.4298553467, 17.2313175201"
medium_airport,Begumpet Airport,1742.0,IN,Hyderabad,BPM,"78.4675979614, 17.4531002045"
medium_airport,Kannur International Airport,330.0,IN,Kannur,CNN,"75.547211, 11.918614"
medium_airport,Madurai Airport,459.0,IN,Madurai,IXM,"78.09339904790001, 9.83450984955"
medium_airport,Mangalore International Airport,337.0,IN,Mangalore,IXE,"74.8900985718, 12.9612998962"
large_airport,Chennai International Airport,52.0,IN,Chennai,MAA,"80.16929626464844, 12.990005493164062"
small_airport,Mysore Airport,2349.0,IN,Mysore,MYQ,"76.655833, 12.23"
medium_airport,Vir Savarkar International Airport,14.0,IN,Port Blair,IXZ,"92.72969818115234, 11.641200065612793"
medium_airport,Pondicherry Airport,134.0,IN,Pondicherry,PNY,"79.812, 11.968"
medium_airport,Sri Sathya Sai Airport,1558.0,IN,Puttaparthi,PUT,"77.7910995483, 14.1492996216"
small_airport,Basanth Nagar Airport,670.0,IN,Ramagundam,RMD,"79.3923, 18.701"
medium_airport,Rajahmundry Airport,151.0,IN,Rajahmundry,RJA,"81.81819915770001, 17.1103992462"
medium_airport,Salem Airport,1008.0,IN,Salem,SXV,"78.06559753418, 11.78330039978"
small_airport,Tanjore Air Force Base,253.0,IN,Thanjavur,TJV,"79.10160064697266, 10.722399711608887"
small_airport,Tirupati Airport,350.0,IN,Tirupati,TIR,"79.543296814, 13.632499694800002"
medium_airport,Tiruchirapally Civil Airport Airport,288.0,IN,Tiruchirappally,TRZ,"78.70970153808594, 10.765399932861328"
large_airport,Trivandrum International Airport,15.0,IN,Thiruvananthapuram,TRV,"76.9200973511, 8.48211956024"
small_airport,Warangal Airport,935.0,IN,Warangal,WGC,"79.602203, 17.9144"
small_airport,Yongphulla Airport,9000.0,BT,Tashigang,YON,"91.514503, 27.256399"
small_airport,Bathpalathang Airport,8485.0,BT,Jakar,BUT,"90.7471, 27.5622"
medium_airport,Gelephu Airport,980.0,BT,Gelephu,GLU,"90.46412, 26.88456"
medium_airport,Paro Airport,7332.0,BT,Paro,PBH,"89.42459869380001, 27.403200149499998"
small_airport,Ifuru Airport,20.0,MV,Ifuru Island,IFU,"73.025, 5.7083"
small_airport,Dharavandhoo Airport,6.0,MV,Baa Atoll,DRV,"73.1302, 5.1561"
small_airport,Fuvahmulah Airport,17.0,MV,Fuvahmulah Island,FVM,"73.435, -0.309722222222"
medium_airport,Gan International Airport,6.0,MV,Gan,GAN,"73.155602, -0.693342"
medium_airport,Hanimaadhoo Airport,4.0,MV,Haa Dhaalu Atoll,HAQ,"73.17050170898438, 6.744229793548584"
medium_airport,Kadhdhoo Airport,4.0,MV,Kadhdhoo,KDO,"73.52189636230469, 1.8591699600219727"
large_airport,MalÃ© International Airport,6.0,MV,MalÃ©,MLE,"73.52909851074219, 4.191830158233643"
small_airport,Kooddoo Airport,29.0,MV,Huvadhu Atoll,GKK,"73.4336, 0.7324"
medium_airport,Kaadedhdhoo Airport,2.0,MV,Huvadhu Atoll,KDM,"72.99690246582031, 0.48813098669052124"
small_airport,Dhaalu Atoll Airport,6.0,MV,Kudahuvadhoo,DDD,"72.887118, 2.666075"
medium_airport,Villa Airport,6.0,MV,Maamigili,VAM,"72.8358333333, 3.47055555556"
small_airport,Thimarafushi Airport,6.0,MV,Thimarafushi,TMF,"73.1533, 2.211"
large_airport,Don Mueang International Airport,9.0,TH,Bangkok,DMK,"100.607002258, 13.9125995636"
small_airport,Sa Pran Nak Airport,95.0,TH,nan,KKM,"100.642997742, 14.9493999481"
medium_airport,Kamphaeng Saen Airport,30.0,TH,Nakhon Pathom,KDT,"99.9171981812, 14.1020002365"
medium_airport,Trat Airport,105.0,TH,nan,TDX,"102.319000244, 12.274600029"
large_airport,Suvarnabhumi Airport,5.0,TH,Bangkok,BKK,"100.74700164794922, 13.681099891662598"
medium_airport,U-Tapao International Airport,42.0,TH,Rayong,UTP,"101.00499725341797, 12.679900169372559"
large_airport,Chiang Mai International Airport,1036.0,TH,Chiang Mai,CNX,"98.962600708, 18.766799926799997"
medium_airport,Mae Hong Son Airport,929.0,TH,nan,HGN,"97.97579956054688, 19.301300048828125"
small_airport,Mae Hong Son Airport,1271.0,TH,Mae Hong Son,PYY,"98.43699646, 19.3719997406"
medium_airport,Lampang Airport,811.0,TH,nan,LPT,"99.50420379638672, 18.27090072631836"
medium_airport,Nan Airport,685.0,TH,nan,NNT,"100.78299713134766, 18.807899475097656"
medium_airport,Phrae Airport,538.0,TH,nan,PRH,"100.16500091552734, 18.132200241088867"
medium_airport,Chiang Rai International Airport,1280.0,TH,Chiang Rai,CEI,"99.88289642330001, 19.952299118"
small_airport,Udorn Air Base,,TH,Ban Mak Khaen,BAO,"102.80000305175781, 17.382999420166016"
medium_airport,Phetchabun Airport,450.0,TH,nan,PHY,"101.194999695, 16.6760005951"
medium_airport,Hua Hin Airport,62.0,TH,Hua Hin,HHQ,"99.951499939, 12.6361999512"
medium_airport,Takhli Airport,107.0,TH,nan,TKH,"100.29599762, 15.277299881"
medium_airport,Mae Sot Airport,690.0,TH,nan,MAQ,"98.54509735107422, 16.699899673461914"
medium_airport,Sukhothai Airport,179.0,TH,nan,THS,"99.81819915771484, 17.238000869750977"
medium_airport,Phitsanulok Airport,154.0,TH,nan,PHS,"100.27899932861328, 16.782899856567383"
medium_airport,Tak Airport,478.0,TH,nan,TKT,"99.25330352783203, 16.895999908447266"
small_airport,Uttaradit Airport,262.0,TH,Uttaradit,UTR,"100.0999984741211, 17.617000579833984"
medium_airport,Surat Thani Airport,20.0,TH,Surat Thani,URT,"99.135597229, 9.13259983063"
medium_airport,Narathiwat Airport,16.0,TH,nan,NAW,"101.74299621582031, 6.5199198722839355"
medium_airport,Chumphon Airport,18.0,TH,nan,CJM,"99.36170196533203, 10.711199760437012"
medium_airport,Nakhon Si Thammarat Airport,13.0,TH,Nakhon Si Thammarat,NST,"99.9447021484375, 8.539620399475098"
medium_airport,Krabi Airport,82.0,TH,Krabi,KBV,"98.9861984253, 8.09912014008"
medium_airport,Songkhla Airport,12.0,TH,nan,SGZ,"100.60800170898438, 7.186560153961182"
medium_airport,Pattani Airport,8.0,TH,nan,PAN,"101.15399932861328, 6.785459995269775"
medium_airport,Samui Airport,64.0,TH,Na Thon (Ko Samui Island),USM,"100.06199646, 9.547789573669998"
large_airport,Phuket International Airport,82.0,TH,Phuket,HKT,"98.316902, 8.1132"
medium_airport,Ranong Airport,57.0,TH,nan,UNN,"98.58550262451172, 9.777620315551758"
medium_airport,Hat Yai International Airport,90.0,TH,Hat Yai,HDY,"100.392997742, 6.93320989609"
medium_airport,Trang Airport,67.0,TH,nan,TST,"99.6166000366211, 7.508739948272705"
medium_airport,Udon Thani Airport,579.0,TH,Udon Thani,UTH,"102.788002014, 17.386400222800003"
medium_airport,Sakon Nakhon Airport,529.0,TH,nan,SNO,"104.11900329589844, 17.195100784301758"
medium_airport,Surin Airport,478.0,TH,Surin,PXR,"103.49800109863, 14.868300437927"
medium_airport,Khon Kaen Airport,670.0,TH,Khon Kaen,KKC,"102.783996582, 16.466600418099997"
medium_airport,Loei Airport,860.0,TH,nan,LOE,"101.72200012207031, 17.43910026550293"
medium_airport,Buri Ram Airport,590.0,TH,nan,BFV,"103.25299835205078, 15.229499816894531"
medium_airport,Nakhon Ratchasima Airport,765.0,TH,nan,NAK,"102.31300354003906, 14.94950008392334"
medium_airport,Ubon Ratchathani Airport,406.0,TH,Ubon Ratchathani,UBP,"104.870002747, 15.2512998581"
medium_airport,Roi Et Airport,451.0,TH,nan,ROI,"103.77400207519531, 16.11680030822754"
medium_airport,Nakhon Phanom Airport,587.0,TH,nan,KOP,"104.64299774169922, 17.383800506591797"
small_airport,Mvuu Camp Airport,1600.0,MW,Liwonde National Park,VUU,"35.3013888889, -14.8386111111"
medium_airport,Buon Ma Thuot Airport,1729.0,VN,Buon Ma Thuot,BMV,"108.120002747, 12.668299675"
small_airport,Chu Lai International Airport,10.0,VN,Dung Quat Bay,VCL,"108.706001282, 15.403300285299999"
medium_airport,Cat Bi International Airport,6.0,VN,Haiphong,HPH,"106.7249984741211, 20.819400787353516"
medium_airport,CÃ  Mau Airport,6.0,VN,Ca Mau City,CAH,"105.177778, 9.177667"
medium_airport,Cam Ranh Airport,40.0,VN,Nha Trang,CXR,"109.21900177001953, 11.998200416564941"
medium_airport,Co Ong Airport,20.0,VN,Con Dao,VCS,"106.633003, 8.73183"
medium_airport,Can Tho International Airport,9.0,VN,Can Tho,VCA,"105.711997986, 10.085100174"
medium_airport,Dien Bien Phu Airport,1611.0,VN,Dien Bien Phu,DIN,"103.008003235, 21.3974990845"
medium_airport,Lien Khuong Airport,3156.0,VN,Da Lat,DLI,"108.366997, 11.75"
large_airport,Da Nang International Airport,33.0,VN,Da Nang,DAD,"108.1989974975586, 16.043899536132812"
small_airport,Las Malvinas/Echarate Airport,1285.0,PE,Las Malvinas,VVN,"-72.939332, -11.854861"
large_airport,Noi Bai International Airport,39.0,VN,Hanoi,HAN,"105.80699920654297, 21.221200942993164"
small_airport,Na-San Airport,2133.0,VN,Son-La,SQH,"104.03299713134766, 21.216999053955078"
closed,Nha Trang Air Base,20.0,VN,Nha Trang,NHA,"109.192001, 12.2275"
medium_airport,Phu Bai Airport,48.0,VN,Hue,HUI,"107.70300293, 16.401500701899998"
medium_airport,Phu Cat Airport,80.0,VN,Quy Nohn,UIH,"109.042, 13.955"
medium_airport,Pleiku Airport,2434.0,VN,Pleiku,PXU,"108.01699829101562, 14.004500389099121"
medium_airport,Phu Quoc International Airport,37.0,VN,Phu Quoc Island,PQC,"103.9931, 10.1698"
small_airport,Phan Rang Airport,101.0,VN,Phan Rang,PHA,"108.952003479, 11.6335000992"
small_airport,Phan Thiet Airport,,VN,Phan Thiet,PHH,"108.06900024414062, 10.906399726867676"
medium_airport,Rach Gia Airport,7.0,VN,Rach Gia,VKG,"105.132379532, 9.95802997234"
medium_airport,Dong Tac Airport,20.0,VN,Tuy Hoa,TBB,"109.333999634, 13.049599647500001"
large_airport,Tan Son Nhat International Airport,33.0,VN,Ho Chi Minh City,SGN,"106.652000427, 10.8187999725"
small_airport,Tho Xuan Airport,59.0,VN,Thanh HÃ³a,THD,"105.467778, 19.901667"
medium_airport,Vinh Airport,23.0,VN,Vinh,VII,"105.67099762, 18.7376003265"
small_airport,Vung Tau Airport,13.0,VN,Vung Tau,VTG,"107.09500122070312, 10.3725004196167"
small_airport,Ann Airport,74.0,MM,Aeng,VBA,"94.0261, 19.769199"
small_airport,Bagan Airport,312.0,MM,Nyaung U,NYU,"94.9301986694336, 21.178800582885742"
small_airport,Banmaw Airport,370.0,MM,Banmaw,BMO,"97.24620056152344, 24.268999099731445"
small_airport,Bokpyinn Airport,100.0,MM,Bokpyinn,VBP,"98.735901, 11.1494"
medium_airport,Dawei Airport,84.0,MM,Dawei,TVY,"98.20359802246094, 14.103899955749512"
medium_airport,Naypyidaw Airport,302.0,MM,Pyinmana,NYT,"96.200996, 19.623501"
small_airport,Gangaw Airport,200.0,MM,Gangaw,GAW,"94.1343994140625, 22.174699783325195"
small_airport,Gwa Airport,10.0,MM,Gwa,GWA,"94.58329772949219, 17.600000381469727"
medium_airport,Heho Airport,3858.0,MM,Heho,HEH,"96.79199981689453, 20.746999740600586"
small_airport,Hommalinn Airport,534.0,MM,Hommalinn,HOX,"94.91400146484375, 24.899599075317383"
small_airport,Tilin Airport,1385.0,MM,Tilin,TIO,"94.0999984741211, 21.700000762939453"
medium_airport,Kengtung Airport,2798.0,MM,Kengtung,KET,"99.63600158691406, 21.301599502563477"
small_airport,Kanti Airport,6000.0,MM,Kanti,KHM,"95.67440032958984, 25.988300323486328"
small_airport,Kalay Airport,499.0,MM,Kalemyo,KMV,"94.05110168457031, 23.188800811767578"
medium_airport,Kyaukpyu Airport,20.0,MM,Kyaukpyu,KYP,"93.53479766845703, 19.42639923095703"
medium_airport,Kawthoung Airport,180.0,MM,Kawthoung,KAW,"98.53800201416016, 10.049300193786621"
small_airport,Kyauktu Airport,1250.0,MM,Kyauktu,KYT,"94.13330078125, 21.399999618530273"
medium_airport,Loikaw Airport,2940.0,MM,Loikaw,LIW,"97.21479797363281, 19.691499710083008"
medium_airport,Lashio Airport,2450.0,MM,Lashio,LSH,"97.752197265625, 22.9778995513916"
large_airport,Mandalay International Airport,300.0,MM,Mandalay,MDL,"95.97789764404297, 21.702199935913086"
